llava_ov_0.5b,pets,20,base,0.5708270676691729,,,
llava_ov_0.5b,MHalu,20,base,0.6075949367088608,,,
llava_ov_0.5b,vlguard,20,base,0.9578853046594982,,,
llava_ov_0.5b,eurosat,20,base,0.7120149253731344,,,
llava_ov_0.5b,natural_ret,20,base,0.6592105263157895,0.33052631578947367,0.3405263157894737,0.14842105263157895
llava_ov_0.5b,pets,20,artanh,0.5708270676691729,,,
llava_ov_0.5b,MHalu,20,artanh,0.6075949367088608,,,
llava_ov_0.5b,vlguard,20,artanh,0.9578853046594982,,,
llava_ov_0.5b,eurosat,20,artanh,0.7120149253731344,,,
llava_ov_0.5b,natural_ret,20,artanh,0.6592105263157895,0.33052631578947367,0.3405263157894737,0.14842105263157895
llava_ov_0.5b,pets,20,polar,0.5708270676691729,,,
llava_ov_0.5b,MHalu,20,polar,0.6075949367088608,,,
llava_ov_0.5b,vlguard,20,polar,0.9578853046594982,,,
llava_ov_0.5b,eurosat,20,polar,0.7120149253731344,,,
llava_ov_0.5b,natural_ret,20,polar,0.6592105263157895,0.33052631578947367,0.3405263157894737,0.14842105263157895
